,Distance (yds),Elevation (ft),Is Home,Result
1344,26,7219,1,1
1345,41,7219,0,1
1346,49,7219,1,1
1347,33,7219,0,1
1348,33,7219,0,1
1349,42,30,1,1
1350,33,30,1,1
1351,35,30,0,1
1352,22,30,0,1
1353,39,30,0,1
1354,44,26,0,1
1355,26,26,0,1
1356,33,26,0,1
1357,33,26,0,1
1358,33,26,1,1
1359,55,26,1,1
1360,33,26,0,1
1361,33,26,1,1
1362,33,26,0,1
1363,33,450,0,0
1364,33,450,0,1
1365,44,450,1,1
1366,29,450,1,0
1367,43,450,0,1
1368,33,450,0,1
1369,33,450,0,1
1370,49,450,0,0
1371,33,584,1,1
1372,44,584,0,0
1373,33,584,1,1
1374,45,584,1,0
1375,33,584,0,1
1376,49,584,1,0
1377,33,584,1,1
1378,33,233,0,1
1379,33,233,0,1
1380,32,233,1,1
1381,33,233,0,1
1382,46,233,1,1
1383,33,233,0,1
1384,33,233,0,1
1385,33,233,0,1
1386,34,233,0,1
1387,33,3,1,1
1388,33,3,1,1
1389,33,3,0,0
1390,41,3,1,1
1391,41,3,0,1
1392,33,3,1,1
1393,52,3,0,1
1394,43,3,1,1
1395,33,3,0,0
1396,33,3,0,1
1397,28,3,0,0
1398,33,3,1,1
1399,46,289,0,0
1400,33,289,1,1
1401,44,289,1,1
1402,46,289,0,1
1403,46,289,1,0
1404,27,289,0,1
1405,48,289,1,0
1406,42,289,1,1
1407,29,289,0,1
1408,39,597,1,1
1409,23,597,1,1
1410,33,597,1,1
1411,45,597,0,1
1412,33,597,1,1
1413,39,450,0,0
1414,28,450,1,1
1415,23,450,0,1
1416,33,450,1,1
1417,37,450,1,1
1418,49,450,0,1
1419,33,450,0,1
1420,21,450,0,1
1421,42,450,1,1
1422,39,450,1,1
1423,33,13,1,1
1424,29,13,1,1
1425,27,13,1,1
1426,33,13,1,1
1427,48,13,1,1
1428,33,13,1,1
1429,33,13,1,1
1430,35,50,1,1
1431,33,50,0,1
1432,33,50,1,1
1433,36,50,0,1
1434,28,50,0,1
1435,36,50,1,1
1436,33,50,1,1
1437,33,430,1,1
1438,49,430,0,1
1439,33,430,1,1
1440,33,430,1,1
1441,33,430,1,1
1442,33,430,1,1
1443,33,430,1,1
1444,50,430,0,1
1445,33,584,1,1
1446,33,584,1,1
1447,33,584,1,1
1448,33,584,1,1
1449,36,584,0,1
1450,33,584,0,1
1451,45,584,1,0
1452,33,584,0,1
1453,39,584,1,1
1454,26,584,1,1
1455,33,584,1,1
1456,33,584,0,1
1457,33,594,0,1
1458,42,594,0,0
1459,43,594,0,0
1460,26,594,1,1
1461,33,594,1,1
1462,24,594,1,1
1463,48,594,1,0
1464,33,594,0,1
1465,47,3,0,1
1466,24,3,1,1
1467,33,3,1,1
1468,43,3,0,0
1469,35,3,1,1
1470,48,3,1,0
1471,33,3,1,1
1472,33,3,1,1
1473,33,3,1,1
1474,26,482,0,1
1475,33,482,1,1
1476,33,482,0,1
1477,27,482,1,1
1478,47,482,0,1
1479,26,482,0,1
1480,28,30,1,1
1481,33,30,0,1
1482,24,30,0,1
1483,33,30,0,1
1484,25,1050,1,1
1485,33,1050,0,1
1486,33,1050,1,1
1487,33,1050,0,0
1488,33,1050,0,0
1489,33,1050,0,0
1490,40,1050,1,1
1491,32,1050,0,1
1492,38,1050,1,1
1493,33,1050,0,1
1494,33,645,1,1
1495,33,645,0,1
1496,50,645,0,0
1497,33,645,0,0
1498,35,645,1,0
1499,41,645,0,1
1500,47,645,1,0
1501,33,645,0,1
1502,26,645,0,1
1503,33,646,0,1
1504,33,646,1,1
1505,33,646,1,1
1506,25,646,1,1
1507,30,646,0,1
1508,33,646,0,1
1509,23,646,1,1
1510,28,646,0,1
1511,31,750,0,1
1512,33,750,0,1
1513,39,750,1,1
1514,33,750,1,1
1515,33,750,1,1
1516,29,750,1,1
1517,34,750,0,1
1518,33,3,0,1
1519,33,3,1,1
1520,33,3,0,1
1521,47,3,0,1
1522,27,3,1,1
1523,45,3,1,1
1524,33,3,0,1
1525,33,3,0,1
1526,33,5280,1,1
1527,33,5280,1,1
1528,30,5280,0,1
1529,31,5280,1,1
1530,33,5280,0,1
1531,33,5280,0,1
1532,55,5280,0,0
1533,52,5280,1,1
1534,47,5280,0,1
1535,53,5280,1,1
1536,27,1070,0,1
1537,41,1070,0,0
1538,33,1070,0,1
1539,33,1070,0,1
1540,33,1070,0,1
1541,33,1070,0,1
1542,33,1070,0,1
1543,33,1070,1,1
1544,33,20,0,1
1545,33,20,1,1
1546,33,20,0,1
1547,29,20,1,1
1548,47,20,0,1
1549,33,20,1,1
1550,29,20,1,1
1551,33,20,1,1
1552,33,20,1,1
1553,33,20,0,1
1554,33,20,0,0
1555,36,20,1,1
1556,23,50,0,1
1557,33,50,1,1
1558,33,50,1,1
1559,33,50,1,1
1560,38,50,0,0
1561,33,50,1,1
1562,33,50,0,1
1563,33,1050,0,1
1564,33,1050,1,0
1565,22,1050,0,1
1566,43,1050,1,0
1567,33,1050,0,1
1568,45,1050,1,1
1569,47,1050,0,1
1570,42,1050,0,1
1571,45,1050,0,1
1572,43,1050,1,1
1573,42,482,0,1
1574,33,482,1,1
1575,24,482,1,1
1576,33,482,1,1
1577,39,482,0,1
1578,48,482,1,0
1579,47,482,1,1
1580,33,1020,1,1
1581,33,1020,1,1
1582,33,1020,1,1
1583,44,1020,0,0
1584,50,1020,1,1
1585,33,1020,1,1
1586,33,1020,0,1
1587,33,1020,1,1
1588,33,1020,0,0
1589,33,7,0,1
1590,48,7,0,1
1591,33,7,1,1
1592,43,7,0,1
1593,33,7,1,1
1594,33,7,0,1
1595,33,7,1,0
1596,48,7,0,0
1597,51,7,1,1
1598,37,7,0,1
1599,33,25,0,1
1600,33,25,1,1
1601,33,25,1,1
1602,33,25,0,1
1603,30,25,1,1
1604,51,25,0,0
1605,32,25,0,1
1606,49,25,1,1
1607,33,7,0,1
1608,33,7,0,1
1609,25,7,0,1
1610,53,7,1,1
1611,37,7,0,1
1612,33,710,1,1
1613,33,710,0,1
1614,55,710,1,0
1615,53,710,1,0
1616,28,710,1,1
1617,33,710,1,1
1618,33,710,0,1
1619,30,710,0,1
1620,46,710,1,0
1621,33,710,0,1
1622,33,710,0,1
1623,33,748,1,1
1624,33,748,1,1
1625,25,748,0,1
1626,42,748,0,1
1627,49,748,0,0
1628,36,748,0,1
1629,33,748,0,1
1630,33,748,0,1
1631,33,748,1,1
1632,36,597,0,1
1633,33,597,0,1
1634,36,597,1,1
1635,47,597,1,1
1636,33,597,0,1
1637,47,597,1,1
1638,33,597,0,1
1639,37,1050,1,1
1640,46,1050,0,1
1641,33,1050,1,1
1642,33,1050,0,1
1643,35,1050,1,1
1644,33,1050,1,1
1645,33,1050,1,1
1646,29,1050,1,1
1647,50,1050,1,1
1648,42,1050,0,1
1649,33,1050,1,1
1650,33,1050,0,1
1651,34,584,0,1
1652,33,584,1,1
1653,44,584,0,1
1654,33,584,0,1
1655,33,584,1,1
1656,33,584,1,1
1657,28,584,0,1
1658,53,584,1,1
1659,31,584,1,1
1660,46,584,0,1
1661,33,594,0,1
1662,33,594,1,1
1663,36,594,1,1
1664,42,594,0,0
1665,33,594,1,1
1666,33,594,1,1
1667,33,594,0,1
1668,33,594,1,1
1669,33,594,0,1
1670,31,594,0,1
1671,33,50,0,1
1672,33,50,0,1
1673,33,50,0,1
1674,54,50,1,1
1675,36,50,0,1
1676,33,50,0,1
1677,33,50,0,1
1678,33,50,1,1
1679,33,50,1,1
1680,33,50,1,1
1681,33,840,1,1
1682,27,840,1,1
1683,45,840,0,0
1684,33,840,1,1
1685,50,840,1,1
1686,33,840,0,1
1687,33,26,0,1
1688,50,26,0,1
1689,33,26,1,1
1690,33,26,1,1
1691,33,26,0,1
1692,33,26,0,1
1693,33,26,1,1
1694,19,26,0,1
1695,33,26,1,1
1696,44,26,1,1
1697,47,26,0,0
1698,33,26,1,1
1699,33,289,1,1
1700,48,289,0,1
1701,41,289,1,0
1702,33,289,0,1
1703,33,289,0,1
1704,31,289,0,1
1705,41,289,0,1
1706,29,289,1,1
1707,26,7,1,1
1708,33,7,0,1
1709,33,7,0,1
1710,33,7,0,1
1711,40,7,0,1
1712,33,7,0,1
1713,33,7,1,1
1714,33,7,0,1
1715,33,7,0,1
1716,22,3,0,1
1717,33,3,1,0
1718,37,3,1,1
1719,24,3,0,1
1720,33,3,1,1
1721,28,3,0,1
1722,31,3,0,1
1723,34,3,0,0
1724,53,3,0,1
1725,47,3,0,1
1726,42,3,1,1
1727,37,3,0,1
1728,44,3,1,1
1729,33,30,0,1
1730,34,30,1,1
1731,34,30,0,1
1732,33,30,0,1
1733,33,30,1,1
1734,47,30,1,0
1735,33,30,1,1
1736,30,1070,0,1
1737,33,1070,0,1
1738,30,1070,1,1
1739,33,1070,1,1
1740,37,1070,0,1
1741,33,1070,0,1
1742,33,1070,1,1
1743,25,1070,0,1
1744,39,233,0,1
1745,33,233,1,1
1746,33,233,1,1
1747,33,233,1,1
1748,33,233,0,0
1749,37,233,1,0
1750,33,233,1,1
1751,34,233,0,1
1752,33,3,1,1
1753,33,3,0,1
1754,33,3,1,1
1755,33,3,0,1
1756,33,3,1,1
1757,33,3,0,1
1758,33,3,0,1
1759,55,3,1,1
1760,33,3,0,1
1761,48,3,1,1
1762,33,3,0,1
1763,33,3,1,1
1764,41,3,0,1
1765,30,3,0,1
1766,33,0,1,1
1767,33,0,0,1
1768,33,0,0,1
1769,33,0,1,1
1770,33,0,0,1
1771,33,0,1,1
1772,42,0,0,0
1773,33,0,0,1
1774,33,0,0,1
1775,33,0,0,1
1776,33,640,1,1
1777,33,640,1,1
1778,33,640,0,0
1779,33,640,1,1
1780,52,640,0,1
1781,33,640,1,1
1782,33,13,1,1
1783,33,13,0,1
1784,43,13,0,1
1785,22,13,1,1
1786,46,13,1,1
1787,33,13,1,0
1788,33,13,0,1
1789,43,13,1,1
1790,33,750,0,1
1791,49,750,1,1
1792,33,750,1,1
1793,36,750,0,1
1794,33,750,0,1
1795,33,640,1,1
1796,30,640,0,1
1797,33,640,1,1
1798,33,640,1,1
1799,27,640,0,1
1800,33,640,0,1
1801,33,1070,1,1
1802,33,1070,1,1
1803,33,1070,0,1
1804,44,1070,0,1
1805,33,1070,1,1
1806,33,1070,0,1
1807,33,1070,1,1
1808,45,1070,0,0
1809,33,1070,1,1
1810,21,1070,1,1
1811,33,1070,0,1
1812,23,1020,1,1
1813,24,1020,1,1
1814,32,1020,0,1
1815,44,1020,1,1
1816,45,430,1,0
1817,33,430,0,1
1818,33,430,0,1
1819,33,430,1,1
1820,33,430,1,1
1821,33,430,0,1
1822,29,430,0,1
1823,33,430,1,1
1824,33,3,1,1
1825,33,3,1,1
1826,33,3,1,1
1827,26,3,1,1
1828,33,3,1,1
1829,33,3,1,1
1830,33,3,0,1
1831,33,0,1,1
1832,28,0,0,1
1833,33,0,1,1
1834,33,0,1,1
1835,27,0,1,1
1836,43,0,0,1
1837,33,0,0,1
1838,45,0,1,0
1839,33,0,0,1
1840,33,645,1,1
1841,33,645,0,1
1842,33,645,1,1
1843,33,645,1,1
1844,33,645,1,1
1845,50,645,1,1
1846,42,645,1,1
1847,42,645,1,1
1848,33,645,1,1
1849,49,3,0,0
1850,33,3,0,1
1851,33,3,1,1
1852,24,3,0,1
1853,33,3,1,1
1854,47,3,0,1
1855,33,3,1,1
1856,33,3,1,1
1857,33,3,1,0
1858,33,3,0,1
1859,33,141,0,0
1860,41,141,1,1
1861,25,141,0,1
1862,33,141,1,1
1863,44,141,0,1
1864,33,141,0,1
1865,38,141,0,1
1866,27,141,0,1
1867,33,141,0,1
1868,33,141,0,1
1869,33,482,0,1
1870,33,482,1,1
1871,34,482,1,1
1872,40,482,0,1
1873,46,482,0,1
1874,33,482,0,1
1875,33,482,0,1
1876,48,482,1,1
1877,33,482,0,1
1878,33,25,1,1
1879,49,25,0,0
1880,33,25,1,0
1881,33,25,0,1
1882,33,25,1,1
1883,33,25,1,1
1884,33,25,0,0
1885,33,25,1,1
1886,25,450,0,1
1887,33,450,1,1
1888,33,450,0,1
1889,33,450,1,1
1890,33,450,0,1
1891,33,450,1,1
1892,33,450,0,1
1893,53,450,1,1
1894,43,450,1,1
1895,33,450,0,1
1896,33,748,0,0
1897,33,748,0,1
1898,33,748,1,1
1899,33,748,0,1
1900,52,748,1,1
1901,30,748,0,1
1902,33,748,0,1
1903,33,748,1,1
1904,33,748,1,1
1905,33,646,0,1
1906,33,646,0,1
1907,33,646,0,1
1908,44,646,1,1
1909,46,646,0,1
1910,33,646,1,1
1911,33,646,1,1
1912,54,646,0,0
1913,33,646,0,1
1914,33,646,0,1
1915,33,20,1,1
1916,33,20,0,1
1917,33,20,0,1
1918,22,20,0,1
1919,45,20,0,1
1920,44,20,0,0
1921,30,20,1,1
1922,51,20,1,1
1923,33,20,0,1
1924,33,584,1,0
1925,33,584,0,1
1926,33,584,0,1
1927,33,584,0,1
1928,47,584,1,1
1929,31,584,0,1
1930,33,584,0,1
1931,35,289,0,1
1932,33,289,1,1
1933,36,289,1,1
1934,33,289,0,1
1935,51,289,1,1
1936,33,289,0,1
1937,20,289,1,1
1938,33,710,1,1
1939,33,710,1,1
1940,27,710,0,1
1941,33,710,1,1
1942,35,710,1,1
1943,50,710,0,1
1944,33,710,1,1
1945,33,710,1,1
1946,33,7,1,1
1947,33,7,1,1
1948,20,7,0,1
1949,33,7,1,1
1950,57,7,0,1
1951,33,7,1,1
1952,33,7,1,1
1953,33,7,0,1
1954,47,7,1,0
1955,37,7,1,1
1956,36,30,1,1
1957,33,30,1,1
1958,49,30,0,1
1959,53,30,1,0
1960,32,30,0,1
1961,38,30,1,1
1962,55,30,1,0
1963,49,30,0,1
1964,25,5280,0,1
1965,33,5280,0,1
1966,33,5280,1,1
1967,34,5280,1,1
1968,26,5280,1,1
1969,33,5280,0,1
1970,33,5280,1,1
1971,33,5280,1,1
1972,23,840,1,1
1973,42,840,0,1
1974,33,840,1,1
1975,33,840,0,1
1976,19,840,0,1
1977,33,840,0,0
1978,33,26,0,1
1979,32,26,0,1
1980,54,26,1,0
1981,50,26,1,1
1982,33,26,0,1
1983,33,26,1,1
1984,33,26,1,1
1985,25,26,0,1
1986,41,26,1,1
1987,37,26,0,1
1988,33,1050,1,1
1989,33,1050,1,1
1990,42,1050,1,0
1991,40,1050,0,1
1992,23,1050,1,1
1993,27,1050,0,1
1994,33,1050,1,1
1995,33,594,0,1
1996,57,594,0,1
1997,33,594,0,1
1998,46,594,1,1
1999,33,594,0,0
2000,32,594,0,1
2001,33,13,0,1
2002,26,13,1,1
2003,33,13,0,1
2004,33,13,1,1
2005,33,13,0,1
2006,33,13,1,1
2007,33,13,1,1
2008,52,13,0,0
2009,33,13,0,1
2010,33,13,1,1
2011,52,13,0,1
2012,33,13,1,1
2013,33,430,1,1
2014,33,430,1,1
2015,47,430,0,1
2016,33,430,0,1
2017,33,430,0,1
2018,33,430,0,1
2019,33,430,1,1
2020,33,430,0,1
2021,33,430,1,1
2022,33,430,0,1
2023,33,450,0,1
2024,33,450,1,1
2025,33,450,0,1
2026,33,450,1,1
2027,33,450,0,1
2028,33,450,0,1
2029,33,450,1,1
2030,33,450,0,1
2031,33,450,1,1
2032,53,450,0,0
2033,33,450,1,1
2034,33,141,0,1
2035,33,141,1,1
2036,33,141,0,1
2037,33,141,0,1
2038,33,141,1,1
2039,47,141,0,1
2040,27,141,1,1
2041,33,3,1,1
2042,54,3,1,1
2043,49,3,0,1
2044,33,3,0,1
2045,37,3,1,1
2046,42,3,1,1
2047,47,233,1,1
2048,33,233,0,1
2049,33,233,1,1
2050,33,233,1,1
2051,47,233,1,0
2052,31,233,0,1
2053,33,233,0,1
2054,33,233,1,1
2055,33,233,1,1
2056,33,233,0,1
2057,33,26,0,1
2058,27,26,0,1
2059,49,26,1,0
2060,33,26,1,1
2061,33,26,0,1
2062,38,26,1,1
2063,45,26,0,1
2064,44,26,1,0
2065,34,26,1,0
2066,43,26,0,1
2067,33,26,0,1
2068,26,840,0,1
2069,33,840,0,1
2070,37,840,1,1
2071,34,840,0,1
2072,38,840,1,1
2073,33,840,0,1
2074,33,840,1,1
2075,39,840,1,1
2076,34,840,1,1
2077,22,840,0,1
2078,33,482,0,1
2079,33,482,1,1
2080,33,482,1,0
2081,33,482,1,1
2082,42,482,0,1
2083,33,482,0,0
2084,47,482,1,1
2085,33,482,1,1
2086,33,482,0,1
2087,46,482,1,1
2088,33,646,1,1
2089,33,646,1,1
2090,32,646,0,1
2091,42,646,1,1
2092,51,646,0,0
2093,33,646,0,1
2094,40,646,0,1
2095,55,646,1,1
2096,33,646,0,1
2097,33,646,0,1
2098,20,7,0,1
2099,20,7,1,1
2100,33,7,0,1
2101,53,7,1,1
2102,33,7,1,1
2103,33,7,0,1
2104,50,7,0,1
2105,56,7,1,1
2106,33,7,1,1
2107,33,7,1,1
2108,40,1020,1,1
2109,33,1020,0,1
2110,33,1020,1,1
2111,33,1020,0,1
2112,33,1020,1,1
2113,33,1020,1,1
2114,33,1020,0,1
2115,33,1020,1,1
2116,27,289,0,1
2117,33,289,0,1
2118,25,289,1,1
2119,33,289,1,1
2120,33,289,0,1
2121,33,289,1,1
2122,32,289,0,1
2123,33,289,1,1
2124,33,289,0,1
2125,33,748,0,1
2126,33,748,0,1
2127,33,748,0,1
2128,33,748,0,1
2129,33,748,0,1
2130,23,748,1,1
2131,33,748,0,1
2132,33,748,1,1
2133,51,597,0,0
2134,30,597,0,1
2135,34,597,0,0
2136,29,597,1,1
2137,33,597,0,1
2138,47,597,0,1
2139,29,597,1,1
2140,38,5280,0,0
2141,23,5280,0,1
2142,43,5280,1,1
2143,33,5280,1,1
2144,49,5280,1,1
2145,50,5280,1,1
2146,33,5280,0,1
2147,28,5280,0,1
2148,57,5280,1,0
2149,31,3,0,1
2150,37,3,1,1
2151,33,3,0,1
2152,33,3,1,1
2153,33,3,0,1
2154,33,3,1,1
2155,50,3,0,1
2156,33,3,0,1
2157,33,3,0,1
2158,45,25,1,1
2159,22,25,1,1
2160,33,25,0,1
2161,42,25,1,1
2162,33,25,1,1
2163,26,25,0,1
2164,47,25,1,1
2165,33,25,1,1
2166,47,20,0,1
2167,33,20,0,1
2168,30,20,0,1
2169,33,20,1,1
2170,33,20,1,1
2171,33,20,0,1
2172,33,20,1,1
2173,33,50,1,1
2174,33,50,0,1
2175,33,50,0,1
2176,33,50,0,1
2177,33,50,1,1
2178,33,50,0,1
2179,33,50,0,1
2180,28,645,1,1
2181,47,645,1,1
2182,31,645,0,1
2183,33,645,1,1
2184,33,645,1,1
2185,33,645,0,1
2186,42,645,0,1
2187,33,645,1,1
2188,28,645,0,1
2189,48,645,1,1
2190,33,645,1,1
2191,38,645,1,1
2192,40,645,1,1
2193,33,50,0,1
2194,40,50,0,1
2195,40,50,0,1
2196,38,50,0,1
2197,41,50,1,1
2198,47,50,0,1
2199,28,50,1,1
2200,29,3,1,1
2201,43,3,0,1
2202,33,3,1,1
2203,21,3,0,1
2204,33,3,0,1
2205,43,3,1,0
2206,33,3,0,1
2207,33,3,1,1
2208,49,3,1,1
2209,35,30,0,0
2210,48,30,0,1
2211,46,30,1,1
2212,33,30,0,1
2213,26,30,1,1
2214,33,30,0,1
2215,38,30,1,1
2216,36,289,1,1
2217,33,289,0,1
2218,33,289,1,1
2219,21,289,1,1
2220,33,289,0,1
2221,33,1020,0,1
2222,33,1020,0,1
2223,33,1020,0,1
2224,31,1020,0,1
2225,33,1020,1,1
2226,33,1020,1,1
2227,33,1020,1,1
2228,33,1020,1,1
2229,51,1020,0,0
2230,33,1020,1,0
2231,33,1020,1,1
2232,33,1020,0,1
2233,33,1020,1,1
2234,24,1020,1,1
2235,33,13,1,1
2236,33,13,0,1
2237,33,13,1,1
2238,39,13,0,1
2239,35,13,1,1
2240,33,13,1,1
2241,21,13,1,1
2242,33,640,1,1
2243,44,640,0,1
2244,33,640,1,1
2245,50,640,0,0
2246,33,640,1,1
2247,33,640,0,1
2248,33,640,1,1
2249,33,640,0,1
2250,33,25,0,1
2251,33,25,0,1
2252,49,25,1,1
2253,22,25,1,1
2254,33,25,0,1
2255,33,25,0,1
2256,33,13,1,1
2257,54,13,1,1
2258,33,13,1,1
2259,27,13,1,1
2260,33,13,1,1
2261,33,13,0,1
2262,33,13,1,1
2263,33,13,0,1
2264,42,13,1,1
2265,30,1020,0,1
2266,33,1020,0,1
2267,33,1020,1,1
2268,33,1020,0,1
2269,33,1020,1,1
2270,33,1020,1,1
2271,33,1020,1,1
2272,33,1020,1,1
2273,33,1020,0,1
2274,38,7,0,1
2275,33,7,1,1
2276,31,7,1,1
2277,33,7,0,1
2278,42,7,0,1
2279,33,7,0,1
2280,33,7,1,1
2281,33,7,1,1
2282,33,7,1,1
2283,52,13,1,1
2284,33,13,1,1
2285,33,13,0,1
2286,52,13,0,0
2287,24,13,1,1
2288,56,13,0,1
2289,49,13,0,0
2290,33,13,0,1
2291,33,13,1,1
2292,33,13,0,1
2293,27,646,1,1
2294,35,646,0,1
2295,32,646,1,1
2296,28,646,0,1
2297,33,646,1,1
2298,33,646,1,1
2299,44,646,1,1
2300,33,646,0,1
2301,55,646,1,0
2302,33,646,0,1
2303,33,646,0,1
2304,33,25,1,1
2305,41,25,1,1
2306,33,25,0,0
2307,33,25,1,1
2308,41,25,0,0
2309,33,25,1,1
2310,33,25,1,1
2311,33,25,1,1
2312,33,62,1,1
2313,29,62,1,0
2314,33,62,0,1
2315,35,62,1,1
2316,53,62,0,0
2317,31,62,1,1
2318,33,62,0,1
2319,33,62,1,1
2320,33,62,0,1
2321,30,840,0,1
2322,33,840,1,1
2323,43,840,0,1
2324,33,840,0,1
2325,33,840,0,1
2326,35,840,1,1
2327,33,840,0,1
2328,33,840,0,1
2329,33,840,0,1
2330,33,1020,0,1
2331,33,1020,1,1
2332,33,1020,1,1
2333,51,1020,0,0
2334,29,1020,1,1
2335,33,1020,1,1
2336,33,1020,1,1
2337,33,1020,0,1
2338,19,1020,1,1
2339,33,7,0,1
2340,33,7,1,1
2341,33,7,0,1
2342,33,7,1,1
2343,38,7,0,1
2344,30,7,0,0
2345,50,7,1,1
2346,25,7,0,1
2347,33,7,1,1
2348,46,7,1,1
2349,33,482,1,1
2350,24,482,0,1
2351,43,482,0,1
2352,50,482,0,0
2353,49,482,1,1
2354,43,482,1,1
2355,33,482,0,1
2356,21,482,0,1
2357,31,482,1,0
2358,47,748,1,1
2359,33,748,0,1
2360,33,748,1,0
2361,20,748,0,1
2362,46,748,1,1
2363,33,748,0,1
2364,31,748,1,1
2365,54,748,0,1
2366,33,748,0,1
2367,33,748,1,1
2368,33,748,0,1
2369,33,289,1,1
2370,46,289,0,1
2371,45,289,1,0
2372,33,289,1,1
2373,33,289,1,1
2374,33,597,1,1
2375,33,597,1,1
2376,33,597,1,1
2377,31,597,0,1
2378,38,597,1,0
2379,33,597,0,1
2380,34,597,1,0
2381,22,597,1,1
2382,19,597,1,1
2383,33,597,0,1
2384,33,450,0,1
2385,38,450,0,1
2386,48,450,1,0
2387,33,450,0,1
2388,33,450,1,1
2389,33,450,1,1
2390,53,450,0,0
2391,38,450,1,1
2392,33,450,1,1
2393,40,450,1,1
2394,20,3,1,1
2395,41,3,0,1
2396,33,3,1,1
2397,33,3,0,0
2398,33,3,0,1
2399,36,3,0,1
2400,33,3,0,1
2401,49,1050,1,1
2402,33,1050,0,1
2403,33,1050,0,1
2404,38,1050,1,0
2405,49,1050,1,1
2406,33,1050,0,1
2407,33,1050,0,1
2408,41,1050,0,1
2409,33,1050,0,1
2410,33,1050,1,1
2411,33,3,0,1
2412,33,3,1,1
2413,33,3,1,1
2414,54,3,0,0
2415,29,3,1,1
2416,33,3,1,1
2417,33,3,0,1
2418,38,3,0,1
2419,33,3,1,1
2420,21,3,1,1
2421,47,5280,0,0
2422,33,5280,1,1
2423,33,5280,0,1
2424,44,5280,0,0
2425,42,5280,0,0
2426,33,5280,0,0
2427,33,5280,1,1
2428,25,5280,0,1
2429,33,645,0,1
2430,33,645,0,1
2431,42,645,0,1
2432,27,645,0,1
2433,33,645,1,1
2434,33,645,1,1
2435,41,645,0,1
2436,33,645,1,1
2437,33,645,1,1
2438,33,645,0,1
2439,31,645,0,1
2440,33,645,1,1
2441,46,645,1,1
2442,32,50,0,1
2443,33,50,0,1
2444,33,50,1,1
2445,39,50,0,1
2446,33,50,0,1
2447,44,50,1,1
2448,47,50,0,1
2449,35,50,1,1
2450,33,50,0,1
2451,44,50,1,1
2452,20,50,0,1
2453,33,7,0,1
2454,33,7,1,1
2455,33,7,0,1
2456,39,7,0,1
2457,52,7,1,1
2458,45,7,1,1
2459,33,7,1,1
2460,33,7,0,1
2461,33,7,0,1
2462,33,26,1,1
2463,33,26,1,1
2464,33,26,1,1
2465,33,26,0,1
2466,33,26,0,1
2467,33,26,1,1
2468,23,26,0,1
2469,33,26,1,1
2470,38,584,0,1
2471,33,584,1,1
2472,33,584,1,1
2473,33,584,0,1
2474,33,584,1,1
2475,43,584,0,1
2476,33,584,1,1
2477,27,584,0,1
2478,33,584,0,1
2479,33,584,1,1
2480,33,584,0,1
2481,33,750,1,1
2482,49,750,0,1
2483,33,750,1,1
2484,58,750,0,0
2485,21,750,1,1
2486,28,750,0,1
2487,33,750,1,1
2488,33,750,0,1
2489,33,640,0,1
2490,43,640,1,1
2491,33,640,0,1
2492,33,640,1,1
2493,33,640,1,1
2494,57,640,0,0
2495,33,640,1,1
2496,33,640,1,1
2497,35,640,1,1
2498,33,640,0,1
2499,33,430,1,1
2500,33,430,1,1
2501,33,430,0,1
2502,33,430,1,1
2503,35,430,0,1
2504,51,430,1,1
2505,38,430,0,1
2506,33,430,1,0
2507,33,430,0,0
2508,33,430,0,1
2509,49,430,1,1
2510,33,62,1,1
2511,43,62,0,0
2512,33,62,1,1
2513,41,62,1,1
2514,58,62,0,1
2515,23,62,1,1
2516,30,62,0,1
2517,58,62,0,1
2518,33,30,0,1
2519,38,30,1,1
2520,33,30,0,1
2521,33,30,0,1
2522,33,30,1,1
2523,30,30,0,1
2524,33,30,1,1
2525,33,30,0,1
2526,33,30,0,0
2527,21,710,0,1
2528,33,710,1,1
2529,28,710,1,1
2530,38,710,1,1
2531,38,710,1,1
2532,33,710,1,1
2533,44,710,1,1
2534,33,20,0,1
2535,33,20,1,1
2536,33,20,0,1
2537,33,20,1,1
2538,51,20,0,0
2539,25,20,0,1
2540,33,20,1,1
2541,33,20,1,1
2542,33,20,1,1
2543,33,20,0,1
2544,31,2001,0,1
2545,38,2001,0,1
2546,33,2001,1,1
2547,33,2001,0,1
2548,33,2001,1,1
2549,27,2001,1,1
2550,33,2001,1,1
2551,33,2001,1,1
2552,33,2001,0,1
2553,54,2001,1,1
2554,33,594,1,1
2555,34,594,1,1
2556,33,594,1,1
2557,57,594,0,0
2558,39,594,0,1
2559,33,594,0,1
2560,37,594,0,1
2561,50,594,1,0
2562,33,3,0,1
2563,41,3,1,1
2564,33,3,0,1
2565,33,3,0,1
2566,46,3,0,1
2567,25,3,1,1
2568,33,3,0,1
2569,33,3,1,1
2570,33,1070,1,1
2571,33,1070,1,1
2572,49,1070,1,1
2573,33,1070,1,1
2574,24,1070,0,1
2575,33,1070,1,1
2576,28,1070,1,1
2577,29,62,0,1
2578,24,62,0,1
2579,33,62,1,1
2580,30,62,0,1
2581,33,62,0,0
2582,22,62,0,1
2583,41,62,1,1
2584,31,62,0,1
2585,46,1050,0,0
2586,33,1050,1,0
2587,35,1050,0,1
2588,29,1050,1,1
2589,33,1050,1,1
2590,33,1050,0,1
2591,33,1050,1,1
2592,36,1050,1,1
2593,48,1050,1,0
2594,33,1050,0,1
2595,33,1050,0,1
