,Distance (yds),Elevation (ft),Is Home,Result
3056,20,289,0,1
3057,54,289,0,1
3058,38,289,1,1
3059,33,7,0,1
3060,31,7,1,1
3061,33,7,0,1
3062,57,7,0,0
3063,32,7,1,0
3064,31,7,0,1
3065,28,7,0,1
3066,33,7,1,1
3067,33,7,0,1
3068,41,7,0,1
3069,39,26,0,1
3070,33,26,0,1
3071,33,26,1,1
3072,33,26,1,1
3073,33,26,1,1
3074,33,26,1,1
3075,50,26,1,1
3076,33,26,1,1
3077,33,430,1,1
3078,33,430,1,1
3079,33,430,0,1
3080,33,430,1,1
3081,38,430,0,1
3082,27,430,1,0
3083,33,430,0,1
3084,33,430,0,0
3085,37,430,1,0
3086,33,430,0,1
3087,33,430,1,1
3088,48,597,1,1
3089,33,597,0,1
3090,33,597,1,1
3091,33,597,0,0
3092,52,597,1,0
3093,33,597,0,1
3094,37,597,0,1
3095,33,597,1,1
3096,30,597,0,1
3097,33,13,1,1
3098,33,13,1,1
3099,33,13,0,0
3100,33,13,1,1
3101,41,13,0,1
3102,49,13,1,1
3103,33,13,0,1
3104,33,7,1,1
3105,33,7,1,1
3106,33,7,1,1
3107,25,7,1,1
3108,55,7,0,0
3109,47,3,0,0
3110,33,3,1,1
3111,33,3,1,1
3112,35,3,0,1
3113,20,3,1,1
3114,33,3,0,1
3115,28,3,0,1
3116,33,3,1,1
3117,29,3,1,1
3118,45,3,0,0
3119,33,3,1,1
3120,53,3,0,1
3121,48,3,0,1
3122,46,3,0,1
3123,37,3,0,1
3124,37,3,0,0
3125,29,3,0,1
3126,40,3,0,1
3127,33,3,1,1
3128,43,3,0,1
3129,33,3,1,1
3130,33,3,0,1
3131,33,3,0,1
3132,33,3,1,1
3133,41,3,1,1
3134,33,3,0,1
3135,43,3,1,1
3136,65,3,0,0
3137,33,62,1,1
3138,42,62,0,1
3139,22,62,1,1
3140,33,62,1,1
3141,33,62,1,1
3142,48,62,1,0
3143,33,62,0,1
3144,33,482,1,1
3145,43,482,0,1
3146,37,482,1,1
3147,33,482,0,1
3148,33,482,1,1
3149,33,482,0,1
3150,22,482,1,1
3151,33,482,0,1
3152,33,482,1,1
3153,33,482,0,1
3154,33,482,1,1
3155,33,482,0,0
3156,33,450,1,1
3157,45,450,0,1
3158,33,450,1,1
3159,30,450,1,1
3160,44,450,1,0
3161,33,1050,0,1
3162,33,1050,1,1
3163,33,1050,1,1
3164,50,1050,0,1
3165,51,1050,0,1
3166,45,1050,0,0
3167,49,1050,0,1
3168,48,1050,0,1
3169,33,50,0,1
3170,33,50,0,1
3171,40,50,1,0
3172,33,50,0,1
3173,33,50,1,1
3174,33,50,0,1
3175,38,50,1,1
3176,29,50,1,1
3177,33,50,0,1
3178,33,50,1,1
3179,35,62,1,1
3180,33,62,1,0
3181,33,62,1,1
3182,33,62,0,1
3183,48,62,1,0
3184,33,62,1,1
3185,33,62,1,1
3186,35,62,1,1
3187,33,5280,0,1
3188,33,5280,1,0
3189,40,5280,0,1
3190,33,5280,0,1
3191,43,5280,1,1
3192,33,5280,0,1
3193,31,5280,0,1
3194,26,5280,0,1
3195,33,5280,0,1
3196,33,5280,1,1
3197,33,5280,0,0
3198,33,30,1,1
3199,33,30,0,1
3200,31,30,1,1
3201,29,30,1,0
3202,33,30,0,1
3203,33,30,0,1
3204,33,430,0,1
3205,33,430,0,1
3206,33,430,1,1
3207,38,430,0,1
3208,33,430,0,1
3209,30,430,0,1
3210,33,430,1,1
3211,51,430,1,1
3212,33,430,1,1
3213,46,430,1,0
3214,33,1070,0,1
3215,41,1070,0,1
3216,33,1070,1,1
3217,44,1070,0,1
3218,33,1070,0,1
3219,33,1070,1,1
3220,33,1070,0,1
3221,49,1070,1,1
3222,33,1070,1,1
3223,33,1070,0,1
3224,33,1070,1,1
3225,44,1070,1,1
3226,41,1070,1,0
3227,48,1070,1,1
3228,33,289,0,1
3229,40,289,1,1
3230,41,289,0,1
3231,33,289,0,0
3232,33,289,0,1
3233,41,289,1,1
3234,33,289,0,1
3235,32,289,0,1
3236,33,2001,1,1
3237,33,2001,0,1
3238,42,2001,1,1
3239,33,2001,0,1
3240,33,2001,0,1
3241,28,2001,0,1
3242,33,2001,1,1
3243,35,2001,1,1
3244,33,2001,0,1
3245,33,2001,0,1
3246,33,2001,0,1
3247,21,748,0,1
3248,33,748,1,1
3249,36,748,0,1
3250,33,748,1,1
3251,33,748,0,1
3252,36,748,0,1
3253,29,748,0,1
3254,39,748,1,1
3255,33,748,0,0
3256,49,30,0,1
3257,33,30,1,1
3258,49,30,0,1
3259,59,30,0,1
3260,52,30,0,0
3261,33,646,1,1
3262,33,646,0,1
3263,33,646,0,1
3264,33,646,0,0
3265,48,646,1,0
3266,33,646,1,1
3267,33,646,0,1
3268,33,646,1,1
3269,33,646,0,0
3270,34,5280,1,1
3271,33,5280,0,1
3272,33,5280,0,1
3273,33,5280,0,1
3274,52,5280,0,1
3275,33,5280,1,1
3276,33,5280,1,1
3277,47,5280,0,1
3278,33,5280,1,1
3279,33,5280,0,1
3280,33,5280,1,1
3281,33,7,0,1
3282,33,7,1,1
3283,33,7,1,1
3284,33,7,1,1
3285,33,7,1,1
3286,23,7,0,1
3287,33,7,0,1
3288,48,7,0,0
3289,41,584,0,0
3290,40,584,1,1
3291,28,584,0,1
3292,33,584,0,1
3293,38,584,1,1
3294,33,584,0,1
3295,24,584,0,1
3296,37,584,1,0
3297,33,640,1,1
3298,33,640,0,1
3299,33,640,1,1
3300,33,640,0,1
3301,33,640,0,1
3302,33,640,0,1
3303,33,597,1,1
3304,43,597,0,1
3305,33,597,0,1
3306,33,597,1,1
3307,33,597,1,1
3308,33,597,0,1
3309,28,597,1,1
3310,38,594,0,1
3311,44,594,1,1
3312,27,594,0,0
3313,33,594,1,1
3314,29,594,1,1
3315,33,594,0,1
3316,27,594,0,1
3317,38,594,0,1
3318,33,594,0,1
3319,33,594,1,1
3320,51,594,1,1
3321,34,594,0,1
3322,33,1020,1,1
3323,39,1020,0,1
3324,33,1020,1,1
3325,55,1020,0,1
3326,48,1020,0,1
3327,33,1020,1,1
3328,47,1020,0,0
3329,33,1020,1,1
3330,33,1020,1,1
3331,33,25,0,1
3332,33,25,1,1
3333,33,25,1,1
3334,51,25,1,1
3335,33,25,0,1
3336,33,25,0,1
3337,33,25,1,1
3338,33,25,0,1
3339,33,20,1,0
3340,33,20,0,1
3341,33,20,1,1
3342,33,20,1,1
3343,33,20,1,1
3344,48,20,1,1
3345,33,20,0,1
3346,33,20,1,1
3347,33,20,0,1
3348,36,3,0,1
3349,33,3,1,1
3350,33,3,1,1
3351,40,3,0,1
3352,42,3,0,1
3353,33,3,1,1
3354,33,3,0,1
3355,38,3,0,1
3356,33,482,1,1
3357,53,482,0,0
3358,33,482,1,1
3359,33,482,0,1
3360,33,482,1,1
3361,33,482,1,1
3362,33,482,0,1
3363,33,482,1,1
3364,33,710,1,1
3365,33,710,0,1
3366,43,710,1,1
3367,33,710,0,1
3368,33,710,0,1
3369,48,710,0,1
3370,33,1020,0,1
3371,39,1020,1,1
3372,33,1020,0,1
3373,55,1020,1,1
3374,33,1020,1,1
3375,47,1020,0,1
3376,47,1020,1,0
3377,51,1020,0,0
3378,33,1020,1,1
3379,33,1020,1,0
3380,33,1020,0,1
3381,33,1020,1,1
3382,33,1020,0,1
3383,67,1020,0,0
3384,40,430,1,1
3385,33,430,1,1
3386,33,430,1,1
3387,22,430,0,1
3388,33,430,1,1
3389,33,430,0,1
3390,33,430,0,1
3391,52,1050,1,1
3392,33,1050,1,1
3393,43,1050,0,1
3394,33,1050,1,1
3395,35,1050,1,1
3396,41,1050,0,1
3397,33,1050,1,1
3398,33,1050,0,1
3399,33,1050,1,1
3400,33,1050,0,1
3401,33,1050,0,1
3402,33,840,1,1
3403,46,840,0,0
3404,33,840,1,0
3405,23,840,0,1
3406,33,840,0,1
3407,33,840,1,1
3408,33,840,1,1
3409,45,840,0,1
3410,33,840,1,1
3411,33,840,0,1
3412,33,13,0,1
3413,22,13,1,1
3414,33,13,0,1
3415,33,13,0,1
3416,33,13,0,1
3417,19,13,0,1
3418,53,13,0,1
3419,33,13,1,1
3420,33,13,1,1
3421,33,7,1,1
3422,33,7,0,1
3423,54,7,0,1
3424,29,7,0,1
3425,33,7,1,0
3426,33,7,0,1
3427,59,7,1,1
3428,33,7,0,1
3429,30,7,1,1
3430,48,62,1,0
3431,33,62,0,1
3432,33,62,1,1
3433,33,62,0,1
3434,33,62,1,1
3435,45,62,1,1
3436,33,62,0,1
3437,33,62,0,1
3438,29,62,1,1
3439,31,62,0,1
3440,33,1070,0,1
3441,33,1070,1,1
3442,33,1070,0,1
3443,33,1070,1,1
3444,33,1070,0,1
3445,37,1070,1,1
3446,56,1070,0,1
3447,33,1070,1,1
3448,33,1070,1,1
3449,33,1070,0,1
3450,50,1070,0,1
3451,49,1070,1,0
3452,35,3,1,1
3453,33,3,0,1
3454,33,3,1,1
3455,50,3,1,1
3456,45,3,0,1
3457,33,3,1,1
3458,33,3,0,1
3459,33,3,1,1
3460,28,3,0,1
3461,33,3,0,1
3462,51,3,0,1
3463,33,26,0,1
3464,33,26,0,1
3465,33,26,0,1
3466,33,26,0,1
3467,36,26,0,1
3468,33,26,0,1
3469,48,26,1,1
3470,38,450,0,1
3471,33,450,0,1
3472,48,450,1,1
3473,48,450,0,1
3474,33,450,0,1
3475,33,450,1,1
3476,42,450,0,1
3477,44,450,1,1
3478,33,450,1,1
3479,38,645,1,1
3480,33,645,1,1
3481,44,645,1,1
3482,33,645,0,0
3483,59,645,0,1
3484,45,645,1,1
3485,40,645,1,1
3486,33,645,0,0
3487,42,645,0,1
3488,33,597,1,1
3489,33,597,1,1
3490,44,597,1,1
3491,33,597,0,1
3492,33,597,1,1
3493,45,597,0,1
3494,60,597,1,0
3495,22,597,1,1
3496,33,597,0,1
3497,44,597,0,1
3498,33,597,1,1
3499,33,597,1,1
3500,33,597,0,1
3501,31,597,1,1
3502,33,597,0,1
3503,33,289,0,1
3504,33,289,1,1
3505,24,289,0,1
3506,33,289,1,0
3507,33,289,1,1
3508,20,289,1,1
3509,33,289,0,1
3510,23,1070,1,1
3511,33,1070,0,1
3512,54,1070,0,1
3513,42,1070,1,1
3514,55,1070,0,1
3515,21,1070,1,1
3516,59,1070,0,1
3517,33,1070,0,1
3518,33,1070,1,1
3519,45,1070,1,1
3520,33,1070,1,1
3521,33,1070,0,1
3522,41,750,1,1
3523,30,750,1,1
3524,33,750,0,1
3525,33,750,1,1
3526,45,750,1,1
3527,33,750,1,1
3528,33,750,1,1
3529,37,750,0,1
3530,33,2001,1,1
3531,50,2001,0,1
3532,33,2001,0,1
3533,24,2001,1,1
3534,51,2001,1,1
3535,33,2001,1,1
3536,22,2001,1,1
3537,33,2001,1,1
3538,33,2001,1,1
3539,41,584,1,1
3540,45,584,0,0
3541,33,584,1,1
3542,33,584,0,1
3543,33,430,1,1
3544,24,430,0,1
3545,50,430,1,1
3546,33,430,0,1
3547,33,430,1,1
3548,43,430,0,1
3549,33,430,0,1
3550,33,430,0,1
3551,44,430,1,0
3552,33,430,0,1
3553,51,640,0,1
3554,33,640,1,1
3555,33,640,0,1
3556,33,640,1,1
3557,39,640,1,1
3558,33,640,0,1
3559,31,640,0,1
3560,33,640,1,1
3561,33,7,1,1
3562,33,7,1,1
3563,33,7,0,1
3564,50,7,1,1
3565,38,7,0,1
3566,35,7,1,1
3567,47,7,1,0
3568,49,7,1,1
3569,33,7,0,1
3570,33,594,0,1
3571,23,594,1,1
3572,42,594,1,1
3573,33,594,1,1
3574,37,594,0,1
3575,43,594,0,1
3576,33,3,1,1
3577,40,3,0,1
3578,33,3,1,1
3579,33,3,1,1
3580,35,3,1,1
3581,44,3,1,1
3582,23,62,1,1
3583,33,62,0,1
3584,33,62,1,1
3585,33,62,1,1
3586,37,62,0,1
3587,61,62,0,1
3588,33,62,1,0
3589,39,62,0,1
3590,33,3,0,1
3591,32,3,0,1
3592,49,3,1,1
3593,33,3,1,1
3594,33,3,1,1
3595,23,3,1,1
3596,33,3,1,1
3597,40,3,0,1
3598,33,748,1,1
3599,33,748,0,1
3600,33,748,1,1
3601,23,748,0,1
3602,46,748,1,1
3603,33,748,0,1
3604,24,748,0,1
3605,33,748,0,0
3606,21,748,0,1
3607,40,748,0,1
3608,33,748,0,1
3609,33,748,0,1
3610,33,646,1,1
3611,38,646,0,1
3612,33,646,1,1
3613,43,646,0,0
3614,53,646,1,1
3615,33,646,1,1
3616,33,646,0,1
3617,33,646,0,1
3618,33,646,0,1
3619,37,646,1,1
3620,41,646,0,1
3621,59,646,1,1
3622,33,20,1,1
3623,33,20,0,1
3624,33,20,1,0
3625,27,20,1,1
3626,33,20,0,1
3627,33,20,1,1
3628,33,20,0,1
3629,41,20,1,1
3630,28,3,0,1
3631,22,3,1,1
3632,51,3,0,1
3633,53,3,1,0
3634,52,3,0,1
3635,33,3,1,1
3636,33,3,1,1
3637,33,3,1,1
3638,33,450,0,0
3639,33,450,1,1
3640,33,450,0,0
3641,53,450,0,1
3642,58,450,0,0
3643,33,450,1,1
3644,32,450,1,1
3645,50,450,1,1
3646,38,450,1,0
3647,33,840,0,0
3648,33,840,1,1
3649,33,840,0,1
3650,19,840,0,1
3651,33,840,1,1
3652,33,840,1,1
3653,33,840,1,1
3654,33,840,0,1
3655,33,748,1,1
3656,33,748,1,1
3657,56,748,1,1
3658,51,748,0,0
3659,37,748,1,1
3660,33,710,0,1
3661,33,710,1,1
3662,50,710,1,0
3663,33,710,0,1
3664,33,710,0,1
3665,33,710,1,1
3666,33,710,0,1
3667,37,710,1,1
3668,32,710,1,1
3669,43,710,1,1
3670,26,710,0,1
3671,39,710,1,1
3672,33,2001,1,1
3673,33,2001,0,1
3674,33,2001,1,1
3675,33,2001,0,1
3676,34,2001,1,1
3677,33,2001,0,1
3678,33,2001,1,1
3679,33,2001,0,1
3680,33,2001,1,1
3681,33,2001,0,1
3682,33,26,0,1
3683,33,26,1,1
3684,33,26,1,1
3685,33,26,0,1
3686,38,26,0,1
3687,38,26,1,1
3688,44,26,0,0
3689,33,26,0,1
3690,33,26,1,1
3691,40,26,0,1
3692,33,5280,0,1
3693,33,5280,1,1
3694,29,5280,1,1
3695,41,5280,0,1
3696,47,5280,1,1
3697,33,5280,1,1
3698,53,5280,0,1
3699,33,50,0,1
3700,33,50,1,1
3701,44,50,0,1
3702,33,50,1,1
3703,33,50,1,1
3704,33,50,0,1
3705,36,50,1,1
3706,36,50,0,1
3707,46,50,1,1
3708,33,62,0,0
3709,33,62,1,1
3710,33,62,1,1
3711,33,62,1,1
3712,44,62,1,1
3713,33,62,0,1
3714,33,62,1,1
3715,33,62,0,0
3716,23,62,1,1
3717,33,62,0,1
3718,33,584,1,1
3719,33,584,0,1
3720,46,584,1,1
3721,47,584,1,0
3722,43,584,0,1
3723,33,584,1,1
3724,28,584,1,1
3725,33,584,0,1
3726,41,7,1,1
3727,45,7,0,0
3728,44,7,0,1
3729,33,7,0,1
3730,33,7,0,1
3731,47,7,0,1
3732,33,7,0,1
3733,33,25,0,1
3734,30,25,1,1
3735,27,25,1,1
3736,40,25,0,1
3737,33,25,1,1
3738,40,25,0,1
3739,22,25,0,1
3740,28,25,1,1
3741,38,289,0,1
3742,47,289,0,1
3743,33,289,1,1
3744,22,289,1,1
3745,33,289,1,1
3746,33,289,0,1
3747,45,289,0,0
3748,50,289,1,1
3749,33,750,1,0
3750,33,750,0,1
3751,25,750,1,1
3752,27,750,1,1
3753,33,750,1,1
3754,33,750,0,1
3755,33,840,1,1
3756,33,840,0,1
3757,52,840,1,1
3758,33,840,0,1
3759,33,840,0,1
3760,28,840,0,0
3761,24,840,1,1
3762,40,840,0,1
3763,21,840,0,1
3764,28,840,1,1
3765,54,840,0,0
3766,33,640,1,0
3767,27,640,0,1
3768,33,640,1,1
3769,33,640,1,1
3770,33,640,1,1
3771,33,640,0,1
3772,33,640,1,1
3773,33,640,1,1
3774,33,640,0,1
3775,54,7,1,1
3776,33,7,0,1
3777,24,7,1,1
3778,24,7,0,1
3779,33,7,1,1
3780,33,7,0,1
3781,54,7,1,0
3782,44,7,0,1
3783,33,7,0,1
3784,33,646,1,1
3785,38,646,0,0
3786,33,646,0,1
3787,33,646,1,1
3788,33,646,0,1
3789,41,646,0,1
3790,29,646,1,1
3791,26,646,0,1
3792,33,646,0,1
3793,19,26,0,1
3794,33,26,0,1
3795,33,26,0,1
3796,33,26,1,1
3797,29,26,0,1
3798,26,26,1,1
3799,33,26,0,1
3800,33,26,1,1
3801,33,26,1,1
3802,33,597,1,1
3803,33,597,0,0
3804,33,597,1,1
3805,44,597,1,1
3806,33,597,1,1
3807,28,597,0,1
3808,43,597,1,1
3809,38,1050,1,1
3810,39,1050,1,1
3811,29,1050,0,1
3812,33,1050,1,1
3813,30,1050,1,1
3814,33,1050,1,1
3815,24,1050,0,1
3816,33,1050,1,1
3817,29,1050,1,1
3818,33,1050,1,1
3819,54,1050,1,1
3820,38,3,1,1
3821,54,3,0,1
3822,33,3,0,1
3823,51,3,0,1
3824,29,3,1,0
3825,33,3,0,1
3826,33,5280,0,1
3827,33,5280,0,1
3828,40,5280,0,1
3829,57,5280,1,1
3830,33,5280,0,1
3831,43,5280,0,1
3832,33,482,0,1
3833,33,482,1,1
3834,44,482,1,1
3835,49,482,0,1
3836,40,482,0,1
3837,39,482,0,1
3838,32,482,0,1
3839,33,482,1,1
3840,33,30,0,1
3841,33,30,0,1
3842,33,30,1,0
3843,42,30,1,1
3844,44,30,0,1
3845,33,30,0,1
3846,39,30,0,1
3847,48,62,1,1
3848,33,62,0,1
3849,50,62,0,0
3850,33,62,0,1
3851,46,62,0,1
3852,40,62,1,1
3853,33,62,1,1
3854,33,62,1,1
3855,43,62,0,1
3856,42,62,0,1
3857,33,710,0,1
3858,33,710,1,1
3859,33,710,0,1
3860,33,710,1,1
3861,33,710,0,1
3862,33,710,0,1
3863,33,710,0,1
3864,49,710,0,1
3865,33,710,0,1
3866,33,645,1,1
3867,33,645,0,1
3868,33,645,1,1
3869,23,645,0,1
3870,33,645,0,1
3871,32,645,1,1
3872,36,645,0,1
3873,28,645,1,1
3874,33,645,0,1
3875,33,645,0,1
3876,33,645,0,1
3877,33,1070,1,1
3878,33,1070,0,1
3879,33,1070,0,1
3880,37,1070,0,1
3881,45,1070,1,1
3882,33,1070,0,1
3883,27,1070,0,1
3884,33,1070,1,1
3885,33,1070,0,1
3886,33,1070,1,1
3887,33,7,0,1
3888,25,7,1,1
3889,53,7,0,0
3890,48,7,1,1
3891,33,7,1,1
3892,23,7,1,1
3893,19,7,1,1
3894,27,430,0,1
3895,38,430,0,1
3896,33,430,0,1
3897,33,430,1,1
3898,33,430,0,1
3899,33,430,0,1
3900,33,430,0,1
3901,43,430,0,1
3902,33,430,1,1
3903,33,430,1,1
3904,31,25,0,1
3905,33,25,1,1
3906,33,25,0,1
3907,36,25,1,0
3908,33,25,1,1
3909,40,25,0,0
3910,35,25,1,1
3911,53,25,0,0
3912,33,25,1,1
3913,52,25,0,0
3914,22,25,1,1
3915,33,25,0,1
3916,33,25,1,1
3917,53,1020,0,1
3918,35,1020,1,1
3919,33,1020,0,1
3920,24,1020,1,1
3921,57,1020,0,0
3922,23,1020,1,1
3923,31,1020,1,1
3924,33,1020,1,1
3925,48,1020,1,1
3926,45,594,1,1
3927,33,594,1,0
3928,33,594,0,0
3929,33,594,1,1
3930,33,594,0,1
3931,33,594,1,1
3932,33,594,0,1
3933,33,594,1,1
3934,33,594,0,1
3935,33,594,0,1
3936,33,50,0,1
3937,33,50,1,1
3938,52,50,1,1
3939,33,50,0,1
3940,52,50,1,0
3941,33,50,0,1
3942,33,50,1,1
3943,42,50,0,1
3944,34,50,1,1
3945,33,840,0,0
3946,22,840,0,1
3947,33,840,1,0
3948,33,840,0,1
3949,33,840,1,1
3950,33,840,1,0
3951,48,840,1,1
3952,51,840,1,0
3953,62,840,0,0
3954,23,840,1,1
3955,33,1070,1,1
3956,33,1070,0,1
3957,33,1070,0,1
3958,48,1070,1,0
3959,39,1070,0,1
3960,33,1070,1,1
3961,33,1070,0,1
3962,33,1070,1,1
3963,33,1070,0,1
3964,37,1070,0,0
3965,33,1070,0,1
3966,33,1070,1,1
3967,33,3,1,1
3968,33,3,0,1
3969,33,3,1,0
3970,48,3,0,1
3971,33,3,0,1
3972,33,3,0,1
3973,33,3,1,1
3974,33,3,0,1
3975,33,62,0,1
3976,46,62,1,0
3977,33,62,0,1
3978,33,62,0,1
3979,58,62,1,0
3980,33,62,0,1
3981,33,62,0,1
3982,32,62,0,1
3983,33,62,0,1
3984,33,1050,0,1
3985,53,1050,1,1
3986,40,1050,0,0
3987,30,1050,1,1
3988,33,1050,0,1
3989,28,1050,1,1
3990,33,1050,0,1
3991,33,1050,1,1
3992,31,20,1,1
3993,33,20,0,0
3994,48,20,0,1
3995,33,20,1,1
3996,52,640,0,1
3997,33,640,1,1
3998,33,640,1,1
3999,33,640,1,0
4000,40,640,1,1
4001,33,640,0,1
4002,33,640,0,0
4003,33,640,1,1
4004,33,750,1,1
4005,33,750,1,1
4006,49,750,0,1
4007,33,750,0,1
4008,37,750,1,1
4009,33,750,0,1
4010,45,750,0,1
4011,45,750,0,1
4012,34,3,0,1
4013,37,3,0,1
4014,33,3,0,1
4015,33,3,0,1
4016,33,3,1,1
4017,34,3,0,1
4018,30,3,0,1
4019,33,62,1,1
4020,33,62,0,1
4021,45,62,0,1
4022,35,62,1,1
4023,33,62,0,1
4024,33,62,1,1
4025,43,62,1,1
4026,33,584,1,1
4027,33,584,0,1
4028,39,584,1,0
4029,33,584,0,1
4030,33,584,1,1
4031,33,584,0,1
4032,33,584,0,1
4033,33,584,1,0
4034,33,584,0,0
4035,38,584,1,1
4036,33,584,1,1
4037,55,584,0,1
4038,34,482,0,1
4039,33,482,0,1
4040,33,482,0,1
4041,33,482,1,1
4042,20,482,0,1
4043,55,482,0,1
4044,33,482,0,1
4045,33,748,0,0
4046,33,748,1,1
4047,33,748,0,1
4048,33,748,0,0
4049,35,748,1,1
4050,33,748,1,1
4051,26,748,1,1
4052,33,748,0,1
4053,33,748,1,1
4054,33,646,1,1
4055,33,646,0,1
4056,33,646,0,1
4057,33,646,1,1
4058,33,646,0,1
4059,33,646,0,1
4060,33,646,1,1
4061,57,646,0,1
4062,32,646,1,1
4063,33,594,1,1
4064,33,594,1,1
4065,33,594,0,1
4066,33,594,1,1
4067,33,594,1,1
4068,39,594,1,1
4069,32,594,1,1
4070,25,2001,0,1
4071,33,2001,0,1
4072,33,2001,1,1
4073,33,2001,1,1
4074,33,2001,0,1
4075,20,2001,0,1
4076,25,2001,1,1
4077,33,2001,0,1
4078,23,2001,1,1
4079,33,2001,0,1
4080,35,2001,0,1
4081,33,2001,0,1
4082,33,2001,1,1
4083,45,7,1,0
4084,33,7,1,1
4085,31,7,1,1
4086,33,7,0,1
4087,33,7,0,1
4088,33,7,0,1
4089,33,7,0,1
4090,33,7,1,1
4091,33,7,1,1
4092,46,7,0,1
4093,44,7,1,1
4094,33,26,0,0
4095,35,26,0,0
4096,33,26,1,1
4097,54,26,0,0
4098,33,26,1,1
4099,19,26,1,1
4100,33,26,1,0
4101,46,26,0,0
4102,48,26,1,1
4103,33,62,1,1
4104,35,62,1,1
4105,33,62,1,1
4106,29,62,0,1
4107,33,62,1,1
4108,45,30,0,0
4109,33,30,1,1
4110,44,30,1,1
4111,33,30,1,1
4112,22,30,1,0
4113,33,30,0,1
4114,33,30,0,1
4115,33,30,1,1
4116,57,30,0,0
4117,33,30,0,1
4118,45,20,0,1
4119,33,20,1,1
4120,33,20,1,1
4121,41,20,1,1
4122,37,20,0,0
4123,41,20,0,0
4124,33,20,1,0
4125,43,20,0,0
4126,33,20,1,1
4127,33,20,1,1
4128,29,20,1,1
4129,33,597,0,1
4130,34,597,1,1
4131,33,597,1,0
4132,33,597,1,1
4133,33,597,1,1
4134,23,597,1,1
4135,53,7,1,0
4136,33,7,0,1
4137,53,7,1,1
4138,33,7,0,1
4139,53,7,0,1
4140,33,7,0,1
4141,33,7,0,1
4142,33,7,1,1
4143,53,1070,0,0
4144,33,1070,1,1
4145,51,1070,0,1
4146,31,1070,0,1
4147,33,1070,0,1
4148,21,1070,0,1
4149,33,1070,0,1
4150,51,5280,1,0
4151,33,5280,0,1
4152,33,5280,0,1
4153,33,5280,1,1
4154,33,5280,0,1
4155,33,5280,1,0
4156,33,5280,0,1
4157,33,5280,0,1
4158,27,5280,0,1
4159,27,5280,0,1
4160,33,5280,1,0
4161,33,5280,0,1
4162,33,640,1,1
4163,36,640,0,1
4164,33,640,1,1
4165,33,640,1,1
4166,33,640,0,1
4167,22,640,0,1
4168,51,640,1,1
4169,33,640,0,1
4170,33,840,0,1
4171,33,840,1,1
4172,42,840,0,1
4173,33,840,0,1
4174,35,840,0,1
4175,24,840,1,1
4176,33,840,1,1
4177,33,840,0,1
4178,22,840,1,1
4179,48,840,0,1
4180,33,840,1,1
4181,42,840,0,1
4182,37,3,1,1
4183,33,3,0,1
4184,48,3,0,0
4185,33,3,0,1
4186,39,3,1,1
4187,33,430,1,1
4188,33,430,0,1
4189,33,430,1,1
4190,33,430,1,1
4191,33,430,0,0
4192,38,430,1,1
4193,53,430,0,1
4194,33,430,1,1
4195,33,430,0,1
4196,33,430,1,1
4197,33,710,1,1
4198,33,710,1,1
4199,33,710,0,1
4200,23,710,0,1
4201,35,710,1,1
4202,31,710,0,1
4203,53,710,1,1
4204,33,710,0,1
4205,33,710,1,1
4206,33,25,1,1
4207,33,25,1,1
4208,45,25,1,1
4209,33,25,1,1
4210,57,25,1,0
4211,33,25,0,1
4212,33,25,1,1
4213,33,25,1,1
4214,33,25,0,1
4215,33,3,0,1
4216,33,3,0,1
4217,33,3,1,1
4218,33,3,0,1
4219,33,3,1,1
4220,22,3,0,1
4221,33,3,1,1
4222,33,2001,0,1
4223,23,2001,1,1
4224,33,2001,1,1
4225,22,2001,0,1
4226,33,2001,0,1
4227,33,2001,1,1
4228,33,2001,0,1
4229,33,2001,1,1
4230,46,2001,0,0
4231,51,2001,0,0
4232,23,2001,1,1
4233,45,7,0,1
4234,36,7,0,1
4235,52,7,1,0
4236,33,7,1,1
4237,45,7,0,1
4238,42,7,0,1
4239,33,7,1,1
4240,33,62,0,1
4241,39,62,0,1
4242,25,62,0,1
4243,45,62,1,1
4244,33,62,0,1
4245,33,62,1,1
4246,21,62,0,1
4247,33,62,1,1
4248,41,62,1,1
4249,33,1070,1,1
4250,33,1070,1,1
4251,33,1070,0,1
4252,40,1070,1,1
4253,33,1070,0,1
4254,33,1070,1,1
4255,33,1070,1,1
4256,34,482,1,1
4257,55,482,1,0
4258,33,482,1,1
4259,33,482,1,1
4260,33,482,0,1
4261,25,482,0,1
4262,33,482,1,1
4263,33,482,0,1
4264,33,482,1,1
4265,43,450,0,1
4266,40,450,0,1
4267,33,450,0,1
4268,48,450,1,1
4269,33,450,0,1
4270,33,450,1,0
4271,33,645,1,1
4272,33,645,1,1
4273,33,645,0,1
4274,48,645,1,1
4275,33,645,0,1
4276,60,645,1,0
4277,41,645,0,1
4278,33,645,1,1
4279,33,645,0,1
4280,46,645,1,1
4281,33,645,1,1
4282,31,645,0,1
4283,33,645,1,1
4284,33,1050,1,1
4285,33,1050,1,1
4286,32,1050,1,1
4287,33,1050,0,1
4288,33,1050,1,1
4289,33,1050,0,1
4290,33,1050,0,1
4291,27,1050,0,1
4292,52,1050,1,1
4293,33,1050,0,1
4294,33,1020,0,1
4295,33,1020,1,1
4296,53,1020,1,1
4297,33,1020,0,1
4298,33,1020,1,1
4299,39,1020,0,0
4300,45,289,1,1
4301,22,289,0,1
